Date;Open;High;Low;Close;Adj Close;Volume
2010-01-04;0.46274998784065247;0.46549999713897705;0.45274999737739563;0.4622499942779541;0.4239518344402313;800204000
2010-01-05;0.46050000190734863;0.4740000069141388;0.46050000190734863;0.4690000116825104;0.4301426410675049;728648000
2010-01-06;0.46875;0.4729999899864197;0.46424999833106995;0.47200000286102295;0.4328939914703369;649168000
2010-01-07;0.46950000524520874;0.4715000092983246;0.45925000309944153;0.46274998784065247;0.42441055178642273;547792000
2010-01-08;0.45899999141693115;0.46700000762939453;0.45625001192092896;0.4637500047683716;0.4253275394439697;478168000
2010-01-11;0.4662500023841858;0.46825000643730164;0.4507499933242798;0.4572499990463257;0.41936612129211426;556612000
2010-01-12;0.4505000114440918;0.45225000381469727;0.4322499930858612;0.4417499899864197;0.40515032410621643;627432000
2010-01-13;0.44475001096725464;0.4492500126361847;0.42750000953674316;0.4477500021457672;0.41065314412117004;508868000
2010-01-14;0.44225001335144043;0.445499986410141;0.4332500100135803;0.44075000286102295;0.4042331576347351;608524000
2010-01-15;0.4375;0.4412499964237213;0.421999990940094;0.42774999141693115;0.3923102915287018;818192000
2010-01-19;0.4244999885559082;0.43849998712539673;0.4232499897480011;0.43575000762939453;0.39964744448661804;545328000
2010-01-20;0.43024998903274536;0.43575000762939453;0.4244999885559082;0.4339999854564667;0.3980422914028168;719728000
2010-01-21;0.4337500035762787;0.4415000081062317;0.42225000262260437;0.42625001072883606;0.39093443751335144;608632000
2010-01-22;0.42124998569488525;0.42899999022483826;0.4090000092983246;0.4115000069141388;0.3774064779281616;1067916000
2010-01-25;0.4182499945163727;0.42649999260902405;0.4152500033378601;0.41850000619888306;0.3838265538215637;643676000
2010-01-26;0.4165000021457672;0.4192500114440918;0.4050000011920929;0.40525001287460327;0.37167438864707947;714636000
2010-01-27;0.4050000011920929;0.4177500009536743;0.40049999952316284;0.41624999046325684;0.3817630708217621;812504000
2010-01-28;0.4194999933242798;0.42100000381469727;0.39649999141693115;0.4022499918937683;0.3689229488372803;687764000
2010-01-29;0.40674999356269836;0.4112499952316284;0.3787499964237213;0.38475000858306885;0.3528728783130646;774700000
2010-02-01;0.38624998927116394;0.41499999165534973;0.382999986410141;0.414249986410141;0.37992873787879944;949832000
2010-02-02;0.4127500057220459;0.42375001311302185;0.4115000069141388;0.41850000619888306;0.3838265538215637;849812000
2010-02-03;0.41475000977516174;0.42375001311302185;0.4127500057220459;0.421999990940094;0.38703665137290955;562296000
2010-02-04;0.4182499945163727;0.4182499945163727;0.3930000066757202;0.39750000834465027;0.36456653475761414;783480000
2010-02-05;0.3970000147819519;0.4065000116825104;0.38999998569488525;0.40549999475479126;0.371903657913208;604856000
2010-02-08;0.40424999594688416;0.41449999809265137;0.39675000309944153;0.4047499895095825;0.3712157905101776;445160000
2010-02-09;0.4112499952316284;0.41324999928474426;0.39750000834465027;0.40149998664855957;0.3682350516319275;930144000
2010-02-10;0.40400001406669617;0.4129999876022339;0.4012500047683716;0.4092499911785126;0.3753430247306824;535828000
2010-02-11;0.41574999690055847;0.4325000047683716;0.4127500057220459;0.42800000309944153;0.39253950119018555;695980000
2010-02-12;0.42500001192092896;0.4424999952316284;0.4202499985694885;0.4337500035762787;0.3978130519390106;780212000
2010-02-16;0.43950000405311584;0.44350001215934753;0.43424999713897705;0.4417499899864197;0.40515032410621643;457024000
2010-02-17;0.44725000858306885;0.44749999046325684;0.4332500100135803;0.44600000977516174;0.4090482294559479;876560000
2010-02-18;0.42149999737739563;0.42375001311302185;0.40525001287460327;0.4167500138282776;0.38222163915634155;1515508000
2010-02-19;0.41499999165534973;0.4194999933242798;0.4124999940395355;0.41449999809265137;0.3801579773426056;510548000
2010-02-22;0.41624999046325684;0.42250001430511475;0.4124999940395355;0.4152500033378601;0.3808458149433136;458084000
2010-02-23;0.4165000021457672;0.4182499945163727;0.4009999930858612;0.40525001287460327;0.37167438864707947;489764000
2010-02-24;0.4087499976158142;0.4177500009536743;0.4074999988079071;0.4137499928474426;0.37947019934654236;445868000
2010-02-25;0.40424999594688416;0.41100001335144043;0.39399999380111694;0.4099999964237213;0.3760308027267456;576972000
